,smoking_status
20264,Non-Smoker
20265,Non-Smoker
20266,Non-Smoker
20267,Non-Smoker
20268,Non-Smoker
20269,Non-Smoker
20270,Non-Smoker
20271,Non-Smoker
20272,Smoker
20273,Non-Smoker
20274,Non-Smoker
20275,Smoker
20276,Non-Smoker
20277,Non-Smoker
20278,Non-Smoker
20279,Smoker
20280,Non-Smoker
20281,Non-Smoker
20282,Non-Smoker
20283,Non-Smoker
20284,Non-Smoker
20285,Non-Smoker
20286,Non-Smoker
20287,Non-Smoker
20288,Non-Smoker
20289,Non-Smoker
20290,Non-Smoker
20291,Non-Smoker
20292,Non-Smoker
20293,Non-Smoker
20294,Non-Smoker
20295,Non-Smoker
20296,Smoker
20297,Smoker
20298,Non-Smoker
20299,Non-Smoker
20300,Smoker
20301,Smoker
20302,Non-Smoker
20303,Smoker
20304,Non-Smoker
20305,Non-Smoker
20306,Non-Smoker
20307,Non-Smoker
20308,Non-Smoker
20309,Smoker
20310,Non-Smoker
20311,Non-Smoker
20312,Non-Smoker
20313,Non-Smoker
20314,Non-Smoker
20315,Non-Smoker
20316,Non-Smoker
20317,Non-Smoker
20318,Non-Smoker
20319,Non-Smoker
20320,Non-Smoker
20321,Non-Smoker
20322,Non-Smoker
20323,Non-Smoker
20324,Non-Smoker
20325,Non-Smoker
20326,Non-Smoker
20327,Non-Smoker
20328,Non-Smoker
20329,Non-Smoker
20330,Non-Smoker
20331,Smoker
20332,Non-Smoker
20333,Non-Smoker
20334,Non-Smoker
20335,Non-Smoker
20336,Non-Smoker
20337,Non-Smoker
20338,Non-Smoker
20339,Non-Smoker
20340,Non-Smoker
20341,Non-Smoker
20342,Non-Smoker
20343,Non-Smoker
20344,Non-Smoker
20345,Non-Smoker
20346,Non-Smoker
20347,Non-Smoker
20348,Non-Smoker
20349,Non-Smoker
20350,Non-Smoker
20351,Non-Smoker
20352,Non-Smoker
20353,Non-Smoker
20354,Non-Smoker
20355,Non-Smoker
20356,Non-Smoker
20357,Non-Smoker
20358,Non-Smoker
20359,Non-Smoker
20360,Non-Smoker
20361,Non-Smoker
20362,Non-Smoker
20363,Non-Smoker
20364,Non-Smoker
20365,Non-Smoker
20366,Non-Smoker
20367,Non-Smoker
20368,Smoker
20369,Non-Smoker
20370,Non-Smoker
20371,Non-Smoker
20372,Non-Smoker
20373,Non-Smoker
20374,Non-Smoker
20375,Non-Smoker
20376,Non-Smoker
20377,Non-Smoker
20378,Non-Smoker
20379,Non-Smoker
20380,Non-Smoker
20381,Smoker
20382,Non-Smoker
20383,Non-Smoker
20384,Non-Smoker
20385,Non-Smoker
20386,Non-Smoker
20387,Non-Smoker
20388,Non-Smoker
20389,Non-Smoker
20390,Non-Smoker
20391,Smoker
20392,Smoker
20393,Non-Smoker
20394,Non-Smoker
20395,Non-Smoker
20396,Non-Smoker
20397,Non-Smoker
20398,Non-Smoker
20399,Non-Smoker
20400,Non-Smoker
20401,Non-Smoker
20402,Non-Smoker
20403,Non-Smoker
20404,Non-Smoker
20405,Non-Smoker
20406,Non-Smoker
20407,Non-Smoker
20408,Non-Smoker
20409,Non-Smoker
20410,Non-Smoker
20411,Non-Smoker
20412,Non-Smoker
20413,Non-Smoker
20414,Non-Smoker
20415,Non-Smoker
20416,Non-Smoker
20417,Non-Smoker
20418,Non-Smoker
20419,Non-Smoker
20420,Non-Smoker
20421,Non-Smoker
20422,Smoker
20423,Non-Smoker
20424,Non-Smoker
20425,Non-Smoker
20426,Non-Smoker
20427,Non-Smoker
20428,Non-Smoker
20429,Non-Smoker
20430,Non-Smoker
20431,Non-Smoker
20432,Non-Smoker
20433,Smoker
20434,Non-Smoker
20435,Non-Smoker
20436,Non-Smoker
20437,Non-Smoker
20438,Non-Smoker
20439,Non-Smoker
20440,Non-Smoker
20441,Non-Smoker
20442,Non-Smoker
20443,Non-Smoker
20444,Non-Smoker
20445,Non-Smoker
20446,Non-Smoker
20447,Non-Smoker
20448,Non-Smoker
20449,Smoker
20450,Non-Smoker
20451,Non-Smoker
20452,Non-Smoker
20453,Smoker
20454,Non-Smoker
20455,Non-Smoker
20456,Non-Smoker
20457,Non-Smoker
20458,Non-Smoker
20459,Non-Smoker
20460,Non-Smoker
20461,Non-Smoker
20462,Non-Smoker
20463,Non-Smoker
20464,Non-Smoker
20465,Non-Smoker
20466,Non-Smoker
20467,Non-Smoker
20468,Non-Smoker
20469,Non-Smoker
20470,Smoker
20471,Smoker
20472,Non-Smoker
20473,Non-Smoker
20474,Non-Smoker
20475,Smoker
20476,Non-Smoker
20477,Non-Smoker
20478,Non-Smoker
20479,Non-Smoker
20480,Non-Smoker
20481,Non-Smoker
20482,Smoker
20483,Non-Smoker
20484,Non-Smoker
20485,Non-Smoker
20486,Non-Smoker
20487,Non-Smoker
20488,Non-Smoker
20489,Non-Smoker
20490,Smoker
20491,Non-Smoker
20492,Non-Smoker
20493,Non-Smoker
20494,Non-Smoker
20495,Smoker
20496,Non-Smoker
20497,Non-Smoker
20498,Non-Smoker
20499,Non-Smoker
20500,Non-Smoker
20501,Non-Smoker
20502,Non-Smoker
20503,Non-Smoker
20504,Non-Smoker
20505,Non-Smoker
20506,Non-Smoker
20507,Smoker
20508,Non-Smoker
20509,Non-Smoker
20510,Non-Smoker
20511,Non-Smoker
20512,Non-Smoker
20513,Non-Smoker
20514,Smoker
20515,Non-Smoker
20516,Smoker
20517,Smoker
20518,Non-Smoker
20519,Non-Smoker
20520,Non-Smoker
20521,Non-Smoker
20522,Non-Smoker
20523,Non-Smoker
20524,Non-Smoker
20525,Non-Smoker
20526,Non-Smoker
20527,Non-Smoker
20528,Non-Smoker
20529,Non-Smoker
20530,Non-Smoker
20531,Non-Smoker
20532,Non-Smoker
20533,Non-Smoker
20534,Non-Smoker
20535,Non-Smoker
20536,Non-Smoker
20537,Non-Smoker
20538,Smoker
20539,Smoker
20540,Non-Smoker
20541,Non-Smoker
20542,Smoker
20543,Non-Smoker
20544,Non-Smoker
20545,Non-Smoker
20546,Smoker
20547,Smoker
20548,Non-Smoker
20549,Non-Smoker
20550,Non-Smoker
20551,Non-Smoker
20552,Non-Smoker
20553,Smoker
20554,Non-Smoker
20555,Smoker
20556,Non-Smoker
20557,Non-Smoker
20558,Non-Smoker
20559,Non-Smoker
20560,Smoker
20561,Non-Smoker
20562,Non-Smoker
20563,Non-Smoker
20564,Non-Smoker
20565,Non-Smoker
20566,Non-Smoker
20567,Smoker
20568,Non-Smoker
20569,Non-Smoker
20570,Smoker
20571,Non-Smoker
20572,Non-Smoker
20573,Non-Smoker
20574,Non-Smoker
20575,Non-Smoker
20576,Non-Smoker
20577,Smoker
20578,Non-Smoker
20579,Non-Smoker
20580,Non-Smoker
20581,Non-Smoker
20582,Non-Smoker
20583,Non-Smoker
20584,Non-Smoker
20585,Non-Smoker
20586,Non-Smoker
20587,Non-Smoker
20588,Non-Smoker
20589,Non-Smoker
20590,Non-Smoker
20591,Non-Smoker
20592,Non-Smoker
20593,Non-Smoker
20594,Non-Smoker
20595,Non-Smoker
20596,Non-Smoker
20597,Non-Smoker
20598,Non-Smoker
20599,Non-Smoker
20600,Non-Smoker
20601,Smoker
20602,Non-Smoker
20603,Non-Smoker
20604,Non-Smoker
20605,Non-Smoker
20606,Non-Smoker
20607,Non-Smoker
20608,Non-Smoker
20609,Non-Smoker
20610,Non-Smoker
20611,Non-Smoker
20612,Non-Smoker
20613,Non-Smoker
20614,Non-Smoker
20615,Non-Smoker
20616,Non-Smoker
20617,Non-Smoker
20618,Non-Smoker
20619,Non-Smoker
20620,Non-Smoker
20621,Non-Smoker
20622,Non-Smoker
20623,Non-Smoker
20624,Non-Smoker
20625,Non-Smoker
20626,Non-Smoker
20627,Non-Smoker
20628,Non-Smoker
20629,Non-Smoker
20630,Non-Smoker
20631,Non-Smoker
20632,Non-Smoker
20633,Non-Smoker
20634,Non-Smoker
20635,Non-Smoker
20636,Non-Smoker
20637,Non-Smoker
20638,Non-Smoker
20639,Non-Smoker
20640,Non-Smoker
20641,Non-Smoker
20642,Non-Smoker
20643,Non-Smoker
20644,Non-Smoker
20645,Non-Smoker
20646,Non-Smoker
20647,Non-Smoker
20648,Non-Smoker
20649,Non-Smoker
20650,Non-Smoker
20651,Non-Smoker
20652,Non-Smoker
20653,Smoker
20654,Non-Smoker
20655,Non-Smoker
20656,Non-Smoker
20657,Non-Smoker
20658,Smoker
20659,Non-Smoker
20660,Non-Smoker
20661,Non-Smoker
20662,Non-Smoker
20663,Non-Smoker
20664,Smoker
20665,Non-Smoker
20666,Non-Smoker
20667,Smoker
20668,Non-Smoker
20669,Non-Smoker
20670,Non-Smoker
20671,Non-Smoker
20672,Non-Smoker
20673,Non-Smoker
20674,Non-Smoker
20675,Non-Smoker
20676,Smoker
20677,Non-Smoker
20678,Non-Smoker
20679,Non-Smoker
20680,Non-Smoker
20681,Non-Smoker
20682,Non-Smoker
20683,Non-Smoker
20684,Non-Smoker
20685,Non-Smoker
20686,Non-Smoker
20687,Non-Smoker
20688,Non-Smoker
20689,Non-Smoker
20690,Non-Smoker
20691,Non-Smoker
20692,Non-Smoker
20693,Smoker
20694,Smoker
20695,Non-Smoker
20696,Non-Smoker
20697,Smoker
20698,Non-Smoker
20699,Non-Smoker
20700,Smoker
20701,Non-Smoker
20702,Non-Smoker
20703,Non-Smoker
20704,Non-Smoker
20705,Non-Smoker
20706,Non-Smoker
20707,Non-Smoker
20708,Non-Smoker
20709,Non-Smoker
20710,Non-Smoker
20711,Non-Smoker
20712,Non-Smoker
20713,Non-Smoker
20714,Non-Smoker
20715,Smoker
20716,Non-Smoker
20717,Non-Smoker
20718,Non-Smoker
20719,Non-Smoker
20720,Non-Smoker
20721,Non-Smoker
20722,Non-Smoker
20723,Non-Smoker
20724,Non-Smoker
20725,Non-Smoker
20726,Non-Smoker
20727,Non-Smoker
20728,Non-Smoker
20729,Non-Smoker
20730,Non-Smoker
20731,Non-Smoker
20732,Non-Smoker
20733,Non-Smoker
20734,Non-Smoker
20735,Non-Smoker
20736,Non-Smoker
20737,Smoker
20738,Non-Smoker
20739,Non-Smoker
20740,Non-Smoker
20741,Non-Smoker
20742,Non-Smoker
20743,Non-Smoker
20744,Non-Smoker
20745,Non-Smoker
20746,Smoker
20747,Non-Smoker
20748,Smoker
20749,Non-Smoker
20750,Non-Smoker
20751,Non-Smoker
20752,Non-Smoker
20753,Non-Smoker
20754,Non-Smoker
20755,Non-Smoker
20756,Smoker
20757,Non-Smoker
20758,Non-Smoker
20759,Non-Smoker
20760,Non-Smoker
20761,Non-Smoker
20762,Non-Smoker
20763,Non-Smoker
20764,Non-Smoker
20765,Non-Smoker
20766,Non-Smoker
20767,Non-Smoker
20768,Non-Smoker
20769,Non-Smoker
20770,Non-Smoker
20771,Non-Smoker
20772,Non-Smoker
20773,Non-Smoker
20774,Non-Smoker
20775,Smoker
20776,Non-Smoker
20777,Non-Smoker
20778,Non-Smoker
20779,Smoker
20780,Non-Smoker
20781,Non-Smoker
20782,Non-Smoker
20783,Non-Smoker
20784,Non-Smoker
20785,Smoker
20786,Non-Smoker
20787,Non-Smoker
20788,Non-Smoker
20789,Smoker
20790,Non-Smoker
20791,Non-Smoker
20792,Non-Smoker
20793,Non-Smoker
20794,Non-Smoker
20795,Non-Smoker
20796,Smoker
20797,Non-Smoker
20798,Non-Smoker
20799,Non-Smoker
20800,Non-Smoker
20801,Non-Smoker
20802,Non-Smoker
20803,Non-Smoker
20804,Non-Smoker
20805,Non-Smoker
20806,Non-Smoker
20807,Smoker
20808,Non-Smoker
20809,Non-Smoker
20810,Non-Smoker
20811,Non-Smoker
20812,Non-Smoker
20813,Non-Smoker
20814,Non-Smoker
20815,Non-Smoker
20816,Non-Smoker
20817,Non-Smoker
20818,Smoker
20819,Non-Smoker
20820,Non-Smoker
20821,Non-Smoker
20822,Non-Smoker
20823,Non-Smoker
20824,Smoker
20825,Non-Smoker
20826,Non-Smoker
20827,Non-Smoker
20828,Non-Smoker
20829,Non-Smoker
20830,Non-Smoker
20831,Non-Smoker
20832,Smoker
20833,Non-Smoker
20834,Non-Smoker
20835,Non-Smoker
20836,Non-Smoker
20837,Non-Smoker
20838,Non-Smoker
20839,Non-Smoker
20840,Non-Smoker
20841,Non-Smoker
20842,Non-Smoker
20843,Smoker
20844,Non-Smoker
20845,Non-Smoker
20846,Non-Smoker
20847,Non-Smoker
20848,Non-Smoker
20849,Non-Smoker
20850,Non-Smoker
20851,Non-Smoker
20852,Non-Smoker
20853,Smoker
20854,Non-Smoker
20855,Smoker
20856,Smoker
20857,Non-Smoker
20858,Non-Smoker
20859,Non-Smoker
20860,Non-Smoker
20861,Non-Smoker
20862,Non-Smoker
20863,Non-Smoker
20864,Non-Smoker
20865,Smoker
20866,Non-Smoker
20867,Non-Smoker
20868,Non-Smoker
20869,Non-Smoker
20870,Non-Smoker
20871,Non-Smoker
20872,Non-Smoker
20873,Non-Smoker
20874,Non-Smoker
20875,Non-Smoker
20876,Non-Smoker
20877,Non-Smoker
20878,Non-Smoker
20879,Smoker
20880,Non-Smoker
20881,Non-Smoker
20882,Non-Smoker
20883,Non-Smoker
20884,Non-Smoker
20885,Non-Smoker
20886,Non-Smoker
20887,Non-Smoker
20888,Non-Smoker
20889,Non-Smoker
20890,Non-Smoker
20891,Smoker
20892,Smoker
20893,Non-Smoker
20894,Non-Smoker
20895,Non-Smoker
20896,Non-Smoker
20897,Non-Smoker
20898,Non-Smoker
20899,Non-Smoker
20900,Non-Smoker
20901,Smoker
20902,Non-Smoker
20903,Smoker
20904,Non-Smoker
20905,Non-Smoker
20906,Non-Smoker
20907,Non-Smoker
20908,Non-Smoker
20909,Non-Smoker
20910,Smoker
20911,Non-Smoker
20912,Non-Smoker
20913,Non-Smoker
20914,Non-Smoker
20915,Non-Smoker
20916,Smoker
20917,Non-Smoker
20918,Non-Smoker
20919,Non-Smoker
20920,Non-Smoker
20921,Smoker
20922,Non-Smoker
20923,Non-Smoker
20924,Non-Smoker
20925,Non-Smoker
20926,Non-Smoker
20927,Non-Smoker
20928,Non-Smoker
20929,Non-Smoker
20930,Smoker
20931,Non-Smoker
20932,Non-Smoker
20933,Non-Smoker
20934,Non-Smoker
20935,Non-Smoker
20936,Non-Smoker
20937,Non-Smoker
20938,Non-Smoker
20939,Non-Smoker
20940,Non-Smoker
20941,Non-Smoker
20942,Non-Smoker
20943,Smoker
20944,Non-Smoker
20945,Smoker
20946,Non-Smoker
20947,Non-Smoker
20948,Smoker
20949,Non-Smoker
20950,Non-Smoker
20951,Non-Smoker
20952,Non-Smoker
20953,Non-Smoker
20954,Non-Smoker
20955,Non-Smoker
20956,Non-Smoker
20957,Non-Smoker
20958,Smoker
20959,Non-Smoker
20960,Smoker
20961,Non-Smoker
20962,Non-Smoker
20963,Non-Smoker
20964,Non-Smoker
20965,Non-Smoker
20966,Non-Smoker
20967,Non-Smoker
20968,Non-Smoker
20969,Non-Smoker
20970,Non-Smoker
20971,Non-Smoker
20972,Non-Smoker
20973,Non-Smoker
20974,Non-Smoker
20975,Non-Smoker
20976,Non-Smoker
20977,Non-Smoker
20978,Non-Smoker
20979,Non-Smoker
20980,Non-Smoker
20981,Smoker
20982,Non-Smoker
20983,Non-Smoker
20984,Non-Smoker
20985,Non-Smoker
20986,Non-Smoker
20987,Non-Smoker
20988,Non-Smoker
20989,Non-Smoker
20990,Non-Smoker
20991,Non-Smoker
20992,Non-Smoker
20993,Non-Smoker
20994,Non-Smoker
20995,Non-Smoker
20996,Non-Smoker
20997,Non-Smoker
20998,Non-Smoker
20999,Non-Smoker
21000,Non-Smoker
21001,Non-Smoker
21002,Non-Smoker
21003,Non-Smoker
21004,Non-Smoker
21005,Smoker
21006,Smoker
21007,Non-Smoker
21008,Non-Smoker
21009,Non-Smoker
21010,Non-Smoker
21011,Non-Smoker
21012,Non-Smoker
21013,Non-Smoker
21014,Non-Smoker
21015,Non-Smoker
21016,Non-Smoker
21017,Non-Smoker
21018,Non-Smoker
21019,Non-Smoker
21020,Non-Smoker
21021,Non-Smoker
21022,Smoker
21023,Non-Smoker
21024,Non-Smoker
21025,Non-Smoker
21026,Smoker
21027,Non-Smoker
21028,Non-Smoker
21029,Non-Smoker
21030,Non-Smoker
21031,Smoker
21032,Non-Smoker
21033,Non-Smoker
21034,Non-Smoker
21035,Non-Smoker
21036,Non-Smoker
21037,Smoker
21038,Non-Smoker
21039,Non-Smoker
21040,Smoker
21041,Non-Smoker
21042,Non-Smoker
21043,Non-Smoker
21044,Non-Smoker
21045,Non-Smoker
21046,Non-Smoker
21047,Non-Smoker
21048,Non-Smoker
21049,Non-Smoker
21050,Non-Smoker
21051,Non-Smoker
21052,Non-Smoker
21053,Non-Smoker
21054,Non-Smoker
21055,Smoker
21056,Non-Smoker
21057,Non-Smoker
21058,Non-Smoker
21059,Non-Smoker
21060,Non-Smoker
21061,Non-Smoker
21062,Smoker
21063,Smoker
21064,Non-Smoker
21065,Non-Smoker
21066,Non-Smoker
21067,Non-Smoker
21068,Non-Smoker
21069,Smoker
21070,Non-Smoker
21071,Smoker
21072,Non-Smoker
21073,Non-Smoker
21074,Non-Smoker
21075,Non-Smoker
21076,Non-Smoker
21077,Non-Smoker
21078,Non-Smoker
21079,Non-Smoker
21080,Non-Smoker
21081,Non-Smoker
21082,Non-Smoker
21083,Smoker
21084,Smoker
21085,Non-Smoker
21086,Non-Smoker
21087,Smoker
21088,Non-Smoker
21089,Non-Smoker
21090,Non-Smoker
21091,Non-Smoker
21092,Non-Smoker
21093,Non-Smoker
21094,Non-Smoker
21095,Smoker
21096,Non-Smoker
21097,Non-Smoker
21098,Non-Smoker
21099,Non-Smoker
21100,Non-Smoker
21101,Non-Smoker
21102,Non-Smoker
21103,Non-Smoker
21104,Non-Smoker
21105,Non-Smoker
21106,Non-Smoker
21107,Non-Smoker
21108,Non-Smoker
21109,Non-Smoker
21110,Non-Smoker
21111,Non-Smoker
21112,Non-Smoker
21113,Non-Smoker
21114,Non-Smoker
21115,Non-Smoker
21116,Non-Smoker
21117,Non-Smoker
21118,Non-Smoker
21119,Non-Smoker
21120,Non-Smoker
21121,Non-Smoker
21122,Smoker
21123,Non-Smoker
21124,Smoker
21125,Non-Smoker
21126,Non-Smoker
21127,Non-Smoker
21128,Non-Smoker
21129,Non-Smoker
21130,Smoker
21131,Non-Smoker
21132,Smoker
21133,Non-Smoker
21134,Non-Smoker
21135,Non-Smoker
21136,Non-Smoker
21137,Non-Smoker
21138,Non-Smoker
21139,Non-Smoker
21140,Non-Smoker
21141,Non-Smoker
21142,Non-Smoker
21143,Non-Smoker
21144,Non-Smoker
21145,Non-Smoker
21146,Smoker
21147,Non-Smoker
21148,Non-Smoker
21149,Smoker
21150,Non-Smoker
21151,Non-Smoker
21152,Non-Smoker
21153,Non-Smoker
21154,Non-Smoker
21155,Non-Smoker
21156,Non-Smoker
21157,Non-Smoker
21158,Non-Smoker
21159,Non-Smoker
21160,Non-Smoker
21161,Non-Smoker
21162,Non-Smoker
21163,Non-Smoker
21164,Non-Smoker
21165,Non-Smoker
21166,Non-Smoker
21167,Non-Smoker
21168,Non-Smoker
21169,Non-Smoker
21170,Non-Smoker
21171,Non-Smoker
21172,Non-Smoker
21173,Smoker
21174,Non-Smoker
21175,Non-Smoker
21176,Non-Smoker
21177,Non-Smoker
21178,Non-Smoker
21179,Non-Smoker
21180,Smoker
21181,Non-Smoker
21182,Non-Smoker
21183,Smoker
21184,Non-Smoker
21185,Non-Smoker
21186,Non-Smoker
21187,Non-Smoker
21188,Non-Smoker
21189,Non-Smoker
21190,Smoker
21191,Non-Smoker
21192,Non-Smoker
21193,Non-Smoker
21194,Non-Smoker
21195,Non-Smoker
21196,Non-Smoker
21197,Non-Smoker
21198,Non-Smoker
21199,Smoker
21200,Non-Smoker
21201,Non-Smoker
21202,Non-Smoker
21203,Non-Smoker
21204,Non-Smoker
21205,Non-Smoker
21206,Non-Smoker
21207,Non-Smoker
21208,Non-Smoker
21209,Non-Smoker
21210,Non-Smoker
21211,Non-Smoker
21212,Non-Smoker
21213,Non-Smoker
21214,Non-Smoker
21215,Smoker
21216,Non-Smoker
21217,Non-Smoker
21218,Non-Smoker
21219,Non-Smoker
21220,Non-Smoker
21221,Non-Smoker
21222,Non-Smoker
21223,Non-Smoker
21224,Non-Smoker
21225,Non-Smoker
21226,Smoker
21227,Smoker
21228,Non-Smoker
21229,Non-Smoker
21230,Non-Smoker
21231,Smoker
21232,Non-Smoker
21233,Non-Smoker
21234,Smoker
21235,Non-Smoker
21236,Non-Smoker
21237,Non-Smoker
21238,Non-Smoker
21239,Smoker
21240,Non-Smoker
21241,Non-Smoker
21242,Non-Smoker
21243,Non-Smoker
21244,Non-Smoker
21245,Non-Smoker
21246,Non-Smoker
21247,Non-Smoker
21248,Non-Smoker
21249,Non-Smoker
21250,Non-Smoker
21251,Non-Smoker
21252,Non-Smoker
21253,Non-Smoker
21254,Non-Smoker
21255,Non-Smoker
21256,Non-Smoker
21257,Smoker
21258,Non-Smoker
21259,Non-Smoker
21260,Non-Smoker
21261,Non-Smoker
21262,Non-Smoker
21263,Non-Smoker
21264,Non-Smoker
21265,Non-Smoker
21266,Non-Smoker
21267,Non-Smoker
21268,Non-Smoker
21269,Non-Smoker
21270,Non-Smoker
21271,Non-Smoker
21272,Non-Smoker
21273,Non-Smoker
21274,Non-Smoker
21275,Non-Smoker
21276,Smoker
21277,Non-Smoker
21278,Smoker
21279,Non-Smoker
21280,Non-Smoker
21281,Non-Smoker
21282,Non-Smoker
21283,Non-Smoker
21284,Non-Smoker
21285,Non-Smoker
21286,Non-Smoker
21287,Non-Smoker
21288,Non-Smoker
21289,Smoker
21290,Non-Smoker
21291,Non-Smoker
21292,Non-Smoker
21293,Non-Smoker
21294,Non-Smoker
21295,Smoker
21296,Non-Smoker
21297,Non-Smoker
21298,Non-Smoker
21299,Non-Smoker
21300,Non-Smoker
21301,Non-Smoker
21302,Smoker
21303,Non-Smoker
21304,Non-Smoker
21305,Non-Smoker
21306,Non-Smoker
21307,Non-Smoker
21308,Non-Smoker
21309,Non-Smoker
21310,Non-Smoker
21311,Non-Smoker
21312,Non-Smoker
21313,Non-Smoker
21314,Non-Smoker
21315,Non-Smoker
21316,Non-Smoker
21317,Non-Smoker
21318,Non-Smoker
21319,Non-Smoker
21320,Non-Smoker
21321,Non-Smoker
21322,Non-Smoker
21323,Smoker
21324,Non-Smoker
21325,Smoker
21326,Non-Smoker
21327,Non-Smoker
21328,Non-Smoker
21329,Non-Smoker
21330,Non-Smoker
21331,Non-Smoker
21332,Non-Smoker
21333,Non-Smoker
21334,Non-Smoker
21335,Non-Smoker
21336,Smoker
21337,Smoker
21338,Non-Smoker
21339,Non-Smoker
21340,Non-Smoker
21341,Non-Smoker
21342,Non-Smoker
21343,Non-Smoker
21344,Smoker
21345,Non-Smoker
21346,Non-Smoker
21347,Non-Smoker
21348,Non-Smoker
21349,Non-Smoker
21350,Non-Smoker
21351,Non-Smoker
21352,Non-Smoker
21353,Non-Smoker
21354,Non-Smoker
21355,Non-Smoker
21356,Non-Smoker
21357,Non-Smoker
21358,Non-Smoker
21359,Non-Smoker
21360,Non-Smoker
21361,Non-Smoker
21362,Non-Smoker
21363,Smoker
21364,Non-Smoker
21365,Non-Smoker
21366,Non-Smoker
21367,Non-Smoker
21368,Non-Smoker
21369,Smoker
21370,Non-Smoker
21371,Non-Smoker
21372,Non-Smoker
21373,Non-Smoker
21374,Non-Smoker
21375,Smoker
21376,Non-Smoker
21377,Non-Smoker
21378,Non-Smoker
21379,Non-Smoker
21380,Non-Smoker
21381,Non-Smoker
21382,Non-Smoker
21383,Non-Smoker
21384,Non-Smoker
21385,Non-Smoker
21386,Non-Smoker
21387,Non-Smoker
21388,Non-Smoker
21389,Smoker
21390,Non-Smoker
21391,Non-Smoker
21392,Non-Smoker
21393,Non-Smoker
21394,Non-Smoker
21395,Non-Smoker
21396,Non-Smoker
21397,Non-Smoker
21398,Non-Smoker
21399,Smoker
21400,Non-Smoker
21401,Non-Smoker
21402,Non-Smoker
21403,Non-Smoker
21404,Non-Smoker
21405,Non-Smoker
21406,Non-Smoker
21407,Non-Smoker
21408,Non-Smoker
21409,Non-Smoker
21410,Smoker
21411,Non-Smoker
21412,Non-Smoker
21413,Non-Smoker
21414,Smoker
21415,Non-Smoker
21416,Non-Smoker
21417,Non-Smoker
21418,Non-Smoker
21419,Non-Smoker
21420,Non-Smoker
21421,Non-Smoker
21422,Non-Smoker
21423,Non-Smoker
21424,Non-Smoker
21425,Non-Smoker
21426,Non-Smoker
21427,Smoker
21428,Non-Smoker
21429,Non-Smoker
21430,Non-Smoker
21431,Smoker
21432,Non-Smoker
21433,Smoker
21434,Non-Smoker
21435,Non-Smoker
21436,Smoker
21437,Non-Smoker
21438,Non-Smoker
21439,Non-Smoker
21440,Smoker
21441,Non-Smoker
21442,Non-Smoker
21443,Non-Smoker
21444,Non-Smoker
21445,Non-Smoker
21446,Non-Smoker
21447,Non-Smoker
21448,Non-Smoker
21449,Non-Smoker
21450,Non-Smoker
21451,Smoker
21452,Non-Smoker
21453,Non-Smoker
21454,Non-Smoker
21455,Non-Smoker
21456,Non-Smoker
21457,Non-Smoker
21458,Smoker
21459,Non-Smoker
21460,Non-Smoker
21461,Non-Smoker
21462,Non-Smoker
21463,Non-Smoker
21464,Non-Smoker
21465,Non-Smoker
21466,Non-Smoker
21467,Non-Smoker
21468,Smoker
21469,Non-Smoker
21470,Smoker
21471,Non-Smoker
21472,Non-Smoker
21473,Non-Smoker
21474,Non-Smoker
21475,Non-Smoker
21476,Non-Smoker
21477,Non-Smoker
21478,Non-Smoker
21479,Non-Smoker
21480,Non-Smoker
21481,Non-Smoker
21482,Non-Smoker
21483,Non-Smoker
21484,Non-Smoker
21485,Non-Smoker
21486,Non-Smoker
21487,Non-Smoker
21488,Smoker
21489,Non-Smoker
21490,Non-Smoker
21491,Non-Smoker
21492,Smoker
21493,Non-Smoker
21494,Non-Smoker
21495,Non-Smoker
21496,Non-Smoker
21497,Smoker
21498,Non-Smoker
21499,Non-Smoker
21500,Non-Smoker
21501,Smoker
21502,Non-Smoker
21503,Non-Smoker
21504,Non-Smoker
21505,Non-Smoker
21506,Non-Smoker
21507,Non-Smoker
21508,Non-Smoker
21509,Non-Smoker
21510,Non-Smoker
21511,Non-Smoker
21512,Non-Smoker
21513,Non-Smoker
21514,Non-Smoker
21515,Smoker
21516,Non-Smoker
21517,Non-Smoker
21518,Non-Smoker
21519,Non-Smoker
21520,Non-Smoker
21521,Non-Smoker
21522,Non-Smoker
21523,Non-Smoker
21524,Non-Smoker
21525,Non-Smoker
21526,Non-Smoker
21527,Non-Smoker
21528,Non-Smoker
21529,Smoker
21530,Non-Smoker
21531,Non-Smoker
21532,Non-Smoker
21533,Non-Smoker
21534,Non-Smoker
21535,Non-Smoker
21536,Non-Smoker
21537,Smoker
21538,Non-Smoker
21539,Non-Smoker
21540,Non-Smoker
21541,Non-Smoker
21542,Non-Smoker
21543,Non-Smoker
21544,Non-Smoker
21545,Non-Smoker
21546,Non-Smoker
21547,Non-Smoker
21548,Non-Smoker
21549,Non-Smoker
21550,Non-Smoker
21551,Non-Smoker
21552,Non-Smoker
21553,Non-Smoker
21554,Non-Smoker
21555,Non-Smoker
21556,Non-Smoker
21557,Non-Smoker
21558,Non-Smoker
21559,Non-Smoker
21560,Smoker
21561,Non-Smoker
21562,Non-Smoker
21563,Smoker
21564,Non-Smoker
21565,Non-Smoker
21566,Non-Smoker
21567,Non-Smoker
21568,Non-Smoker
21569,Smoker
21570,Non-Smoker
21571,Non-Smoker
21572,Non-Smoker
21573,Non-Smoker
21574,Non-Smoker
21575,Non-Smoker
21576,Non-Smoker
